LHS (Determinante),RHS (Dipendente),Tipo
OriginAirportSeqID + DestStateName,FirstDepTime,2 -> 1
OriginAirportSeqID + DestStateName,TotalAddGTime,2 -> 1
OriginAirportSeqID + DestStateName,LongestAddGTime,2 -> 1
OriginAirportSeqID + DestStateName,DivReachedDest,2 -> 1
OriginAirportSeqID + DestStateName,DivDistance,2 -> 1
OriginAirportSeqID + DestStateName,Div1Airport,2 -> 1
OriginAirportSeqID + DestStateName,Div1AirportID,2 -> 1
OriginAirportSeqID + DestStateName,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DestStateName,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DestStateName,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DestStateName,Div1LongestGTime,2 -> 1
OriginAirportSeqID + DestWac,OriginAirportID,2 -> 1
OriginAirportSeqID + DestWac,OriginCityMarketID,2 -> 1
OriginAirportSeqID + DestWac,Origin,2 -> 1
OriginAirportSeqID + DestWac,OriginCityName,2 -> 1
OriginAirportSeqID + DestWac,OriginState,2 -> 1
OriginAirportSeqID + DestWac,OriginStateFips,2 -> 1
OriginAirportSeqID + DestWac,OriginStateName,2 -> 1
OriginAirportSeqID + DestWac,OriginWac,2 -> 1
OriginAirportSeqID + DestWac,DestState,2 -> 1
OriginAirportSeqID + DestWac,DestStateFips,2 -> 1
OriginAirportSeqID + DestWac,DestStateName,2 -> 1
OriginAirportSeqID + DestWac,CancellationCode,2 -> 1
OriginAirportSeqID + DestWac,FirstDepTime,2 -> 1
OriginAirportSeqID + DestWac,TotalAddGTime,2 -> 1
OriginAirportSeqID + DestWac,LongestAddGTime,2 -> 1
OriginAirportSeqID + DestWac,DivReachedDest,2 -> 1
OriginAirportSeqID + DestWac,DivDistance,2 -> 1
OriginAirportSeqID + DestWac,Div1Airport,2 -> 1
OriginAirportSeqID + DestWac,Div1AirportID,2 -> 1
OriginAirportSeqID + DestWac,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DestWac,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DestWac,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DestWac,Div1LongestGTime,2 -> 1
OriginAirportSeqID + CRSDepTime,OriginAirportID,2 -> 1
OriginAirportSeqID + CRSDepTime,OriginCityMarketID,2 -> 1
OriginAirportSeqID + CRSDepTime,Origin,2 -> 1
OriginAirportSeqID + CRSDepTime,OriginCityName,2 -> 1
OriginAirportSeqID + CRSDepTime,OriginState,2 -> 1
OriginAirportSeqID + CRSDepTime,OriginStateFips,2 -> 1
OriginAirportSeqID + CRSDepTime,OriginStateName,2 -> 1
OriginAirportSeqID + CRSDepTime,OriginWac,2 -> 1
OriginAirportSeqID + CRSDepTime,DepTimeBlk,2 -> 1
OriginAirportSeqID + CRSDepTime,CancellationCode,2 -> 1
OriginAirportSeqID + CRSDepTime,WeatherDelay,2 -> 1
OriginAirportSeqID + CRSDepTime,LateAircraftDelay,2 -> 1
OriginAirportSeqID + CRSDepTime,FirstDepTime,2 -> 1
OriginAirportSeqID + CRSDepTime,TotalAddGTime,2 -> 1
OriginAirportSeqID + CRSDepTime,LongestAddGTime,2 -> 1
OriginAirportSeqID + CRSDepTime,DivReachedDest,2 -> 1
OriginAirportSeqID + CRSDepTime,DivDistance,2 -> 1
OriginAirportSeqID + CRSDepTime,Div1Airport,2 -> 1
OriginAirportSeqID + CRSDepTime,Div1AirportID,2 -> 1
OriginAirportSeqID + CRSDepTime,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + CRSDepTime,Div1WheelsOn,2 -> 1
OriginAirportSeqID + CRSDepTime,Div1TotalGTime,2 -> 1
OriginAirportSeqID + CRSDepTime,Div1LongestGTime,2 -> 1
OriginAirportSeqID + DepTime,OriginAirportID,2 -> 1
OriginAirportSeqID + DepTime,OriginCityMarketID,2 -> 1
OriginAirportSeqID + DepTime,Origin,2 -> 1
OriginAirportSeqID + DepTime,OriginCityName,2 -> 1
OriginAirportSeqID + DepTime,OriginState,2 -> 1
OriginAirportSeqID + DepTime,OriginStateFips,2 -> 1
OriginAirportSeqID + DepTime,OriginStateName,2 -> 1
OriginAirportSeqID + DepTime,OriginWac,2 -> 1
OriginAirportSeqID + DepTime,Cancelled,2 -> 1
OriginAirportSeqID + DepTime,CancellationCode,2 -> 1
OriginAirportSeqID + DepTime,Diverted,2 -> 1
OriginAirportSeqID + DepTime,CarrierDelay,2 -> 1
OriginAirportSeqID + DepTime,WeatherDelay,2 -> 1
OriginAirportSeqID + DepTime,NASDelay,2 -> 1
OriginAirportSeqID + DepTime,LateAircraftDelay,2 -> 1
OriginAirportSeqID + DepTime,FirstDepTime,2 -> 1
OriginAirportSeqID + DepTime,TotalAddGTime,2 -> 1
OriginAirportSeqID + DepTime,LongestAddGTime,2 -> 1
OriginAirportSeqID + DepTime,DivAirportLandings,2 -> 1
OriginAirportSeqID + DepTime,DivReachedDest,2 -> 1
OriginAirportSeqID + DepTime,DivDistance,2 -> 1
OriginAirportSeqID + DepTime,Div1Airport,2 -> 1
OriginAirportSeqID + DepTime,Div1AirportID,2 -> 1
OriginAirportSeqID + DepTime,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DepTime,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DepTime,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DepTime,Div1LongestGTime,2 -> 1
OriginAirportSeqID + DepDelay,OriginAirportID,2 -> 1
OriginAirportSeqID + DepDelay,OriginCityMarketID,2 -> 1
OriginAirportSeqID + DepDelay,Origin,2 -> 1
OriginAirportSeqID + DepDelay,OriginCityName,2 -> 1
OriginAirportSeqID + DepDelay,OriginState,2 -> 1
OriginAirportSeqID + DepDelay,OriginStateFips,2 -> 1
OriginAirportSeqID + DepDelay,OriginStateName,2 -> 1
OriginAirportSeqID + DepDelay,OriginWac,2 -> 1
OriginAirportSeqID + DepDelay,DepDelayMinutes,2 -> 1
OriginAirportSeqID + DepDelay,DepDel15,2 -> 1
OriginAirportSeqID + DepDelay,DepartureDelayGroups,2 -> 1
OriginAirportSeqID + DepDelay,Cancelled,2 -> 1
OriginAirportSeqID + DepDelay,CancellationCode,2 -> 1
OriginAirportSeqID + DepDelay,Diverted,2 -> 1
OriginAirportSeqID + DepDelay,WeatherDelay,2 -> 1
OriginAirportSeqID + DepDelay,NASDelay,2 -> 1
OriginAirportSeqID + DepDelay,FirstDepTime,2 -> 1
OriginAirportSeqID + DepDelay,TotalAddGTime,2 -> 1
OriginAirportSeqID + DepDelay,LongestAddGTime,2 -> 1
OriginAirportSeqID + DepDelay,DivAirportLandings,2 -> 1
OriginAirportSeqID + DepDelay,DivReachedDest,2 -> 1
OriginAirportSeqID + DepDelay,DivDistance,2 -> 1
OriginAirportSeqID + DepDelay,Div1Airport,2 -> 1
OriginAirportSeqID + DepDelay,Div1AirportID,2 -> 1
OriginAirportSeqID + DepDelay,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DepDelay,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DepDelay,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DepDelay,Div1LongestGTime,2 -> 1
OriginAirportSeqID + DepDelayMinutes,OriginAirportID,2 -> 1
OriginAirportSeqID + DepDelayMinutes,OriginCityMarketID,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Origin,2 -> 1
OriginAirportSeqID + DepDelayMinutes,OriginCityName,2 -> 1
OriginAirportSeqID + DepDelayMinutes,OriginState,2 -> 1
OriginAirportSeqID + DepDelayMinutes,OriginStateFips,2 -> 1
OriginAirportSeqID + DepDelayMinutes,OriginStateName,2 -> 1
OriginAirportSeqID + DepDelayMinutes,OriginWac,2 -> 1
OriginAirportSeqID + DepDelayMinutes,DepDel15,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Cancelled,2 -> 1
OriginAirportSeqID + DepDelayMinutes,CancellationCode,2 -> 1
OriginAirportSeqID + DepDelayMinutes,WeatherDelay,2 -> 1
OriginAirportSeqID + DepDelayMinutes,FirstDepTime,2 -> 1
OriginAirportSeqID + DepDelayMinutes,TotalAddGTime,2 -> 1
OriginAirportSeqID + DepDelayMinutes,LongestAddGTime,2 -> 1
OriginAirportSeqID + DepDelayMinutes,DivReachedDest,2 -> 1
OriginAirportSeqID + DepDelayMinutes,DivDistance,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Div1Airport,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Div1AirportID,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DepDelayMinutes,Div1LongestGTime,2 -> 1
OriginAirportSeqID + DepDel15,OriginAirportID,2 -> 1
OriginAirportSeqID + DepDel15,OriginCityMarketID,2 -> 1
OriginAirportSeqID + DepDel15,Origin,2 -> 1
OriginAirportSeqID + DepDel15,OriginCityName,2 -> 1
OriginAirportSeqID + DepDel15,OriginState,2 -> 1
OriginAirportSeqID + DepDel15,OriginStateFips,2 -> 1
OriginAirportSeqID + DepDel15,OriginStateName,2 -> 1
OriginAirportSeqID + DepDel15,OriginWac,2 -> 1
OriginAirportSeqID + DepDel15,CancellationCode,2 -> 1
OriginAirportSeqID + DepDel15,FirstDepTime,2 -> 1
OriginAirportSeqID + DepDel15,TotalAddGTime,2 -> 1
OriginAirportSeqID + DepDel15,LongestAddGTime,2 -> 1
OriginAirportSeqID + DepDel15,DivReachedDest,2 -> 1
OriginAirportSeqID + DepDel15,DivDistance,2 -> 1
OriginAirportSeqID + DepDel15,Div1Airport,2 -> 1
OriginAirportSeqID + DepDel15,Div1AirportID,2 -> 1
OriginAirportSeqID + DepDel15,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DepDel15,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DepDel15,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DepDel15,Div1LongestGTime,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,OriginAirportID,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,OriginCityMarketID,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Origin,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,OriginCityName,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,OriginState,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,OriginStateFips,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,OriginStateName,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,OriginWac,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,DepDel15,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Cancelled,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,CancellationCode,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,FirstDepTime,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,TotalAddGTime,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,LongestAddGTime,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,DivReachedDest,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,DivDistance,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Div1Airport,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Div1AirportID,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DepartureDelayGroups,Div1LongestGTime,2 -> 1
OriginAirportSeqID + DepTimeBlk,OriginAirportID,2 -> 1
OriginAirportSeqID + DepTimeBlk,OriginCityMarketID,2 -> 1
OriginAirportSeqID + DepTimeBlk,Origin,2 -> 1
OriginAirportSeqID + DepTimeBlk,OriginCityName,2 -> 1
OriginAirportSeqID + DepTimeBlk,OriginState,2 -> 1
OriginAirportSeqID + DepTimeBlk,OriginStateFips,2 -> 1
OriginAirportSeqID + DepTimeBlk,OriginStateName,2 -> 1
OriginAirportSeqID + DepTimeBlk,OriginWac,2 -> 1
OriginAirportSeqID + DepTimeBlk,CancellationCode,2 -> 1
OriginAirportSeqID + DepTimeBlk,FirstDepTime,2 -> 1
OriginAirportSeqID + DepTimeBlk,TotalAddGTime,2 -> 1
OriginAirportSeqID + DepTimeBlk,LongestAddGTime,2 -> 1
OriginAirportSeqID + DepTimeBlk,DivReachedDest,2 -> 1
OriginAirportSeqID + DepTimeBlk,DivDistance,2 -> 1
OriginAirportSeqID + DepTimeBlk,Div1Airport,2 -> 1
OriginAirportSeqID + DepTimeBlk,Div1AirportID,2 -> 1
OriginAirportSeqID + DepTimeBlk,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + DepTimeBlk,Div1WheelsOn,2 -> 1
OriginAirportSeqID + DepTimeBlk,Div1TotalGTime,2 -> 1
OriginAirportSeqID + DepTimeBlk,Div1LongestGTime,2 -> 1
OriginAirportSeqID + TaxiOut,OriginAirportID,2 -> 1
OriginAirportSeqID + TaxiOut,OriginCityMarketID,2 -> 1
OriginAirportSeqID + TaxiOut,Origin,2 -> 1
OriginAirportSeqID + TaxiOut,OriginCityName,2 -> 1
OriginAirportSeqID + TaxiOut,OriginState,2 -> 1
OriginAirportSeqID + TaxiOut,OriginStateFips,2 -> 1
OriginAirportSeqID + TaxiOut,OriginStateName,2 -> 1
OriginAirportSeqID + TaxiOut,OriginWac,2 -> 1
OriginAirportSeqID + TaxiOut,Cancelled,2 -> 1
OriginAirportSeqID + TaxiOut,Diverted,2 -> 1
OriginAirportSeqID + TaxiOut,FirstDepTime,2 -> 1
OriginAirportSeqID + TaxiOut,TotalAddGTime,2 -> 1
OriginAirportSeqID + TaxiOut,LongestAddGTime,2 -> 1
OriginAirportSeqID + TaxiOut,DivAirportLandings,2 -> 1
OriginAirportSeqID + TaxiOut,DivReachedDest,2 -> 1
OriginAirportSeqID + TaxiOut,DivDistance,2 -> 1
OriginAirportSeqID + TaxiOut,Div1Airport,2 -> 1
OriginAirportSeqID + TaxiOut,Div1AirportID,2 -> 1
OriginAirportSeqID + TaxiOut,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + TaxiOut,Div1WheelsOn,2 -> 1
OriginAirportSeqID + TaxiOut,Div1TotalGTime,2 -> 1
OriginAirportSeqID + TaxiOut,Div1LongestGTime,2 -> 1
OriginAirportSeqID + WheelsOff,OriginAirportID,2 -> 1
OriginAirportSeqID + WheelsOff,OriginCityMarketID,2 -> 1
OriginAirportSeqID + WheelsOff,Origin,2 -> 1
OriginAirportSeqID + WheelsOff,OriginCityName,2 -> 1
OriginAirportSeqID + WheelsOff,OriginState,2 -> 1
OriginAirportSeqID + WheelsOff,OriginStateFips,2 -> 1
OriginAirportSeqID + WheelsOff,OriginStateName,2 -> 1
OriginAirportSeqID + WheelsOff,OriginWac,2 -> 1
OriginAirportSeqID + WheelsOff,Cancelled,2 -> 1
OriginAirportSeqID + WheelsOff,Diverted,2 -> 1
OriginAirportSeqID + WheelsOff,CarrierDelay,2 -> 1
OriginAirportSeqID + WheelsOff,WeatherDelay,2 -> 1
OriginAirportSeqID + WheelsOff,NASDelay,2 -> 1
OriginAirportSeqID + WheelsOff,LateAircraftDelay,2 -> 1
OriginAirportSeqID + WheelsOff,FirstDepTime,2 -> 1
OriginAirportSeqID + WheelsOff,TotalAddGTime,2 -> 1
OriginAirportSeqID + WheelsOff,LongestAddGTime,2 -> 1
OriginAirportSeqID + WheelsOff,DivAirportLandings,2 -> 1
OriginAirportSeqID + WheelsOff,DivReachedDest,2 -> 1
OriginAirportSeqID + WheelsOff,DivDistance,2 -> 1
OriginAirportSeqID + WheelsOff,Div1Airport,2 -> 1
OriginAirportSeqID + WheelsOff,Div1AirportID,2 -> 1
OriginAirportSeqID + WheelsOff,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + WheelsOff,Div1WheelsOn,2 -> 1
OriginAirportSeqID + WheelsOff,Div1TotalGTime,2 -> 1
OriginAirportSeqID + WheelsOff,Div1LongestGTime,2 -> 1
OriginAirportSeqID + WheelsOn,OriginAirportID,2 -> 1
OriginAirportSeqID + WheelsOn,OriginCityMarketID,2 -> 1
OriginAirportSeqID + WheelsOn,Origin,2 -> 1
OriginAirportSeqID + WheelsOn,OriginCityName,2 -> 1
OriginAirportSeqID + WheelsOn,OriginState,2 -> 1
OriginAirportSeqID + WheelsOn,OriginStateFips,2 -> 1
OriginAirportSeqID + WheelsOn,OriginStateName,2 -> 1
OriginAirportSeqID + WheelsOn,OriginWac,2 -> 1
OriginAirportSeqID + WheelsOn,Cancelled,2 -> 1
OriginAirportSeqID + WheelsOn,Diverted,2 -> 1
OriginAirportSeqID + WheelsOn,CarrierDelay,2 -> 1
OriginAirportSeqID + WheelsOn,WeatherDelay,2 -> 1
OriginAirportSeqID + WheelsOn,NASDelay,2 -> 1
OriginAirportSeqID + WheelsOn,LateAircraftDelay,2 -> 1
OriginAirportSeqID + WheelsOn,FirstDepTime,2 -> 1
OriginAirportSeqID + WheelsOn,TotalAddGTime,2 -> 1
OriginAirportSeqID + WheelsOn,LongestAddGTime,2 -> 1
OriginAirportSeqID + WheelsOn,DivAirportLandings,2 -> 1
OriginAirportSeqID + WheelsOn,DivReachedDest,2 -> 1
OriginAirportSeqID + WheelsOn,DivDistance,2 -> 1
OriginAirportSeqID + WheelsOn,Div1Airport,2 -> 1
OriginAirportSeqID + WheelsOn,Div1AirportID,2 -> 1
OriginAirportSeqID + WheelsOn,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + WheelsOn,Div1WheelsOn,2 -> 1
OriginAirportSeqID + WheelsOn,Div1TotalGTime,2 -> 1
OriginAirportSeqID + WheelsOn,Div1LongestGTime,2 -> 1
OriginAirportSeqID + TaxiIn,OriginAirportID,2 -> 1
OriginAirportSeqID + TaxiIn,OriginCityMarketID,2 -> 1
OriginAirportSeqID + TaxiIn,Origin,2 -> 1
OriginAirportSeqID + TaxiIn,OriginCityName,2 -> 1
OriginAirportSeqID + TaxiIn,OriginState,2 -> 1
OriginAirportSeqID + TaxiIn,OriginStateFips,2 -> 1
OriginAirportSeqID + TaxiIn,OriginStateName,2 -> 1
OriginAirportSeqID + TaxiIn,OriginWac,2 -> 1
OriginAirportSeqID + TaxiIn,Cancelled,2 -> 1
OriginAirportSeqID + TaxiIn,Diverted,2 -> 1
OriginAirportSeqID + TaxiIn,FirstDepTime,2 -> 1
OriginAirportSeqID + TaxiIn,TotalAddGTime,2 -> 1
OriginAirportSeqID + TaxiIn,LongestAddGTime,2 -> 1
OriginAirportSeqID + TaxiIn,DivAirportLandings,2 -> 1
OriginAirportSeqID + TaxiIn,DivReachedDest,2 -> 1
OriginAirportSeqID + TaxiIn,DivDistance,2 -> 1
OriginAirportSeqID + TaxiIn,Div1Airport,2 -> 1
OriginAirportSeqID + TaxiIn,Div1AirportID,2 -> 1
OriginAirportSeqID + TaxiIn,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + TaxiIn,Div1WheelsOn,2 -> 1
OriginAirportSeqID + TaxiIn,Div1TotalGTime,2 -> 1
OriginAirportSeqID + TaxiIn,Div1LongestGTime,2 -> 1
OriginAirportSeqID + CRSArrTime,OriginAirportID,2 -> 1
OriginAirportSeqID + CRSArrTime,OriginCityMarketID,2 -> 1
OriginAirportSeqID + CRSArrTime,Origin,2 -> 1
OriginAirportSeqID + CRSArrTime,OriginCityName,2 -> 1
OriginAirportSeqID + CRSArrTime,OriginState,2 -> 1
OriginAirportSeqID + CRSArrTime,OriginStateFips,2 -> 1
OriginAirportSeqID + CRSArrTime,OriginStateName,2 -> 1
OriginAirportSeqID + CRSArrTime,OriginWac,2 -> 1
OriginAirportSeqID + CRSArrTime,ArrTimeBlk,2 -> 1
OriginAirportSeqID + CRSArrTime,CancellationCode,2 -> 1
OriginAirportSeqID + CRSArrTime,CarrierDelay,2 -> 1
OriginAirportSeqID + CRSArrTime,WeatherDelay,2 -> 1
OriginAirportSeqID + CRSArrTime,NASDelay,2 -> 1
OriginAirportSeqID + CRSArrTime,LateAircraftDelay,2 -> 1
OriginAirportSeqID + CRSArrTime,FirstDepTime,2 -> 1
OriginAirportSeqID + CRSArrTime,TotalAddGTime,2 -> 1
OriginAirportSeqID + CRSArrTime,LongestAddGTime,2 -> 1
OriginAirportSeqID + CRSArrTime,DivReachedDest,2 -> 1
OriginAirportSeqID + CRSArrTime,DivDistance,2 -> 1
OriginAirportSeqID + CRSArrTime,Div1Airport,2 -> 1
OriginAirportSeqID + CRSArrTime,Div1AirportID,2 -> 1
OriginAirportSeqID + CRSArrTime,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + CRSArrTime,Div1WheelsOn,2 -> 1
OriginAirportSeqID + CRSArrTime,Div1TotalGTime,2 -> 1
OriginAirportSeqID + CRSArrTime,Div1LongestGTime,2 -> 1
OriginAirportSeqID + ArrTime,OriginAirportID,2 -> 1
OriginAirportSeqID + ArrTime,OriginCityMarketID,2 -> 1
OriginAirportSeqID + ArrTime,Origin,2 -> 1
OriginAirportSeqID + ArrTime,OriginCityName,2 -> 1
OriginAirportSeqID + ArrTime,OriginState,2 -> 1
OriginAirportSeqID + ArrTime,OriginStateFips,2 -> 1
OriginAirportSeqID + ArrTime,OriginStateName,2 -> 1
OriginAirportSeqID + ArrTime,OriginWac,2 -> 1
OriginAirportSeqID + ArrTime,Cancelled,2 -> 1
OriginAirportSeqID + ArrTime,Diverted,2 -> 1
OriginAirportSeqID + ArrTime,CarrierDelay,2 -> 1
OriginAirportSeqID + ArrTime,WeatherDelay,2 -> 1
OriginAirportSeqID + ArrTime,NASDelay,2 -> 1
OriginAirportSeqID + ArrTime,LateAircraftDelay,2 -> 1
OriginAirportSeqID + ArrTime,FirstDepTime,2 -> 1
OriginAirportSeqID + ArrTime,TotalAddGTime,2 -> 1
OriginAirportSeqID + ArrTime,LongestAddGTime,2 -> 1
OriginAirportSeqID + ArrTime,DivAirportLandings,2 -> 1
OriginAirportSeqID + ArrTime,DivReachedDest,2 -> 1
OriginAirportSeqID + ArrTime,DivDistance,2 -> 1
OriginAirportSeqID + ArrTime,Div1Airport,2 -> 1
OriginAirportSeqID + ArrTime,Div1AirportID,2 -> 1
OriginAirportSeqID + ArrTime,Div1AirportSeqID,2 -> 1
OriginAirportSeqID + ArrTime,Div1WheelsOn,2 -> 1
OriginAirportSeqID + ArrTime,Div1TotalGTime,2 -> 1
OriginAirportSeqID + ArrTime,Div1LongestGTime,2 -> 1
OriginAirportSeqID + ArrDelay,OriginAirportID,2 -> 1
OriginAirportSeqID + ArrDelay,OriginCityMarketID,2 -> 1
OriginAirportSeqID + ArrDelay,Origin,2 -> 1
OriginAirportSeqID + ArrDelay,OriginCityName,2 -> 1
OriginAirportSeqID + ArrDelay,OriginState,2 -> 1
OriginAirportSeqID + ArrDelay,OriginStateFips,2 -> 1
OriginAirportSeqID + ArrDelay,OriginStateName,2 -> 1
OriginAirportSeqID + ArrDelay,OriginWac,2 -> 1
OriginAirportSeqID + ArrDelay,ArrDelayMinutes,2 -> 1
OriginAirportSeqID + ArrDelay,ArrDel15,2 -> 1
OriginAirportSeqID + ArrDelay,ArrivalDelayGroups,2 -> 1
OriginAirportSeqID + ArrDelay,Cancelled,2 -> 1
OriginAirportSeqID + ArrDelay,Diverted,2 -> 1
OriginAirportSeqID + ArrDelay,FirstDepTime,2 -> 1
OriginAirportSeqID + ArrDelay,TotalAddGTime,2 -> 1
OriginAirportSeqID + ArrDelay,LongestAddGTime,2 -> 1
OriginAirportSeqID + ArrDelay,DivAirportLandings,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,OriginAirportID,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,OriginCityMarketID,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,Origin,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,OriginCityName,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,OriginState,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,OriginStateFips,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,OriginStateName,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,OriginWac,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,ArrDel15,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,Cancelled,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,Diverted,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,FirstDepTime,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,TotalAddGTime,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,LongestAddGTime,2 -> 1
OriginAirportSeqID + ArrDelayMinutes,DivAirportLandings,2 -> 1
OriginAirportSeqID + ArrDel15,OriginAirportID,2 -> 1
OriginAirportSeqID + ArrDel15,OriginCityMarketID,2 -> 1
OriginAirportSeqID + ArrDel15,Origin,2 -> 1
OriginAirportSeqID + ArrDel15,OriginCityName,2 -> 1
OriginAirportSeqID + ArrDel15,OriginState,2 -> 1
OriginAirportSeqID + ArrDel15,OriginStateFips,2 -> 1
OriginAirportSeqID + ArrDel15,OriginStateName,2 -> 1
OriginAirportSeqID + ArrDel15,OriginWac,2 -> 1
OriginAirportSeqID + ArrDel15,Cancelled,2 -> 1
OriginAirportSeqID + ArrDel15,Diverted,2 -> 1
OriginAirportSeqID + ArrDel15,FirstDepTime,2 -> 1
OriginAirportSeqID + ArrDel15,TotalAddGTime,2 -> 1
OriginAirportSeqID + ArrDel15,LongestAddGTime,2 -> 1
OriginAirportSeqID + ArrDel15,DivAirportLandings,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,OriginAirportID,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,OriginCityMarketID,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,Origin,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,OriginCityName,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,OriginState,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,OriginStateFips,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,OriginStateName,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,OriginWac,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,ArrDel15,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,Cancelled,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,Diverted,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,FirstDepTime,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,TotalAddGTime,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,LongestAddGTime,2 -> 1
OriginAirportSeqID + ArrivalDelayGroups,DivAirportLandings,2 -> 1
OriginAirportSeqID + ArrTimeBlk,OriginAirportID,2 -> 1
OriginAirportSeqID + ArrTimeBlk,OriginCityMarketID,2 -> 1
OriginAirportSeqID + ArrTimeBlk,Origin,2 -> 1
OriginAirportSeqID + ArrTimeBlk,OriginCityName,2 -> 1
OriginAirportSeqID + ArrTimeBlk,OriginState,2 -> 1
